D_CONTROLE,SUBJETIVIDADE,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO
1296,CVLI,Homicídio,26/06/2012,19:30,Maceió,Petrópolis,Masculino,Parda,22,PAF,Dentro de Casa
1297,CVLI,Homicídio,26/06/2012,22:45,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,35,PAF,Porta de Casa
1298,CVLI,Homicídio,27/06/2012,00:36,Flexeiras,Centro,Masculino,Parda,22,PAF,Via Pública
1299,CVLI,Homicídio,24/06/2012,01:30,Colônia Leopoldina,Zona Rural,Masculino,Parda,42,PAF,Via Pública
1303,CVLI,Homicídio,02/07/2012,18:40,Maceió,Canaã,Feminino,Parda,47,PAF,Imediações de Casa
2726,CVLI,Homicídio,02/12/2012,13:00,Maceió,Vergel do Lago,Masculino,Parda,23,PAF,Próximo de Casa
1306,CVLI,Homicídio,30/06/2012,18:00,Marechal Deodoro,Zona Rural,Masculino,Parda,21,BRANCA,Vegetação
1307,CVLI,Homicídio,30/06/2012,01:40,Matriz de Camaragibe,Centro,Masculino,Preta,18,PAF,Via Pública
1312,CVLI,Homicídio,30/06/2012,20:30,Maceió,Tabuleiro do Martins,Masculino,Parda,25,PAF,Próximo de Casa
6782,CVLI,Homicídio,02/12/2013,22:03,Maceió,Vergel do Lago,Masculino,Parda,15,PAF,Via Pública
1315,CVLI,Roubo com Resultado Morte,29/06/2012,03:34,Maceió,Santos Dumont,Masculino,Parda,36,PAF,Via Pública
1316,CVLI,Homicídio,30/06/2012,05:00,Campestre,Centro,Masculino,Parda,21,PAF,Via Pública
1317,CVLI,Homicídio,01/07/2012,03:00,Piranhas,Zona Rural,Masculino,Parda,37,PAF,Próximo de Casa
1318,CVLI,Homicídio,01/07/2012,10:00,Pilar,Chã do Pilar,Masculino,Parda,19,PAF,Próximo de Casa
1319,CVLI,Homicídio,01/07/2012,11:30,Santana do Ipanema,Centro,Feminino,Parda,62,BRANCA,Próximo de Casa
1320,CVLI,Homicídio,01/07/2012,09:00,Atalaia,Zona Rural,Masculino,Branca,35,PAF,Vegetação
1321,CVLI,Homicídio,01/07/2012,14:00,Arapiraca,Zona Rural Leste,Masculino,Parda,22,PAF,Bar
1324,CVLI,Homicídio,01/07/2012,19:40,Rio Largo,Centro,Feminino,Parda,34,PAF,Porta de Casa
1325,CVLI,Homicídio,01/07/2012,19:30,Palmeira dos Índios,Vila Maria,Masculino,NI,28,PAF,Bar
1326,CVLI,Homicídio,01/07/2012,12:30,Flexeiras,Zona Rural,Masculino,Branca,21,PAF,Via Pública
1327,CVLI,Homicídio,02/07/2012,08:00,Jacuípe,Zona Rural,Masculino,Parda,34,BRANCA,
1328,CVLI,Homicídio,02/07/2012,15:30,Maceió,Ponta Grossa,Masculino,Parda,27,PAF,Via Pública
1330,CVLI,Homicídio,29/06/2012,13:30,Maceió,Santa Lúcia,Masculino,Parda,22,PAF,Próximo de Casa
1331,CVLI,Homicídio,29/06/2012,14:34,Maceió,Jatiúca,Masculino,Parda,31,PAF,Interior de Veículo
1332,CVLI,Homicídio,29/06/2012,14:30,Maceió,Jatiúca,Feminino,Parda,24,PAF,Interior de Veículo
1335,CVLI,Homicídio,29/06/2012,18:30,Rio Largo,Mata do Rolo,Masculino,NI,36,PAF,Porta de Casa
1336,CVLI,Homicídio,29/06/2012,19:30,Maceió,Jacintinho,Masculino,Parda,26,PAF,Via Pública
1337,CVLI,Homicídio,29/06/2012,18:00,Maragogi,Zona Rural,Masculino,Parda,,PAF,Via Pública
1338,CVLI,Homicídio,29/06/2012,18:00,São José da Tapera,Zona Rural,Masculino,NI,45,PAF,Via Pública
1340,CVLI,Homicídio,28/06/2012,21:40,Igreja Nova,Zona Rural,Masculino,Parda,45,PAF,Via Pública
1341,CVLI,Homicídio,01/07/2012,16:00,Arapiraca,Zona Rural Leste,Masculino,Parda,61,PAF,Próximo de Casa
1342,CVLI,Homicídio,28/06/2012,18:30,Maceió,Poço,Masculino,Parda,19,PAF,Via Pública
1343,CVLI,Homicídio,28/06/2012,18:00,Arapiraca,Jardim Esperança,Feminino,Parda,30,PAF,Salão de Beleza
1344,CVLI,Homicídio,28/06/2012,20:50,Maceió,Antares,Masculino,Branca,18,PAF,Via Pública
1345,CVLI,Homicídio,28/06/2012,20:50,Maceió,Antares,Masculino,Parda,21,PAF,Via Pública
1346,CVLI,Homicídio,28/06/2012,22:00,Maceió,Jacintinho,Masculino,NI,31,PAF,Via Pública
1347,CVLI,Homicídio,29/06/2012,04:30,Porto Calvo,Centro,Masculino,Parda,19,PAF,Via Pública
1349,CVLI,Homicídio,29/06/2012,10:40,Coruripe,Zona Rural,Masculino,NI,,PAF,Via Pública
1350,CVLI,Homicídio,27/06/2012,04:00,Penedo,Zona Rural,Masculino,Parda,44,ESPANCAMENTO,Via Pública
1351,CVLI,Homicídio,27/06/2012,10:30,Maceió,Cidade Universitária,Masculino,Parda,23,PAF,Próximo de Casa
1352,CVLI,Homicídio,27/06/2012,07:30,Matriz de Camaragibe,Centro,Masculino,Parda,25,PAF,Via Pública
1353,CVLI,Homicídio,27/06/2012,09:45,Quebrangulo,Centro,Masculino,Branca,41,BRANCA,Via Pública
1357,CVLI,Homicídio,26/06/2012,19:20,Delmiro Gouveia,Centro,Masculino,Parda,21,PAF,Via Pública
1359,CVLI,Homicídio,28/06/2012,11:15,Teotônio Vilela,Zona Rural,Masculino,Parda,22,PAF,Via Pública
1361,CVLI,Homicídio,03/07/2012,06:00,Pilar,Chã do Pilar,Masculino,Parda,20,BRANCA,Imediações de Casa
1362,CVLI,Homicídio,03/07/2012,19:00,São Miguel dos Campos,Centro,Masculino,Parda,26,PAF,Dentro de Casa
1365,CVLI,Homicídio,04/07/2012,14:00,Arapiraca,Planalto,Masculino,Parda,15,PAF,Porta de Casa
1366,CVLI,Homicídio,30/06/2012,04:00,Olivença,Zona Rural,Masculino,Parda,40,BRANCA,Dentro de Casa
1369,CVLI,Homicídio,04/07/2012,14:30,Maravilha,Centro,Masculino,Parda,38,PAF,Porta de Casa
1370,CVLI,Homicídio,05/07/2012,18:50,Ibateguara,Zona Rural,Masculino,Parda,34,PAF,Via Pública
1371,CVLI,Homicídio,06/07/2012,01:00,Rio Largo,Mata do Rolo,Masculino,Parda,21,PAF/B,Imediações de Casa
1372,CVLI,Homicídio,06/07/2012,04:10,Marechal Deodoro,Zona Rural,Masculino,Parda,49,BRANCA,Casa de Amigo
1373,CVLI,Homicídio,04/07/2012,20:06,Maceió,Tabuleiro do Martins,Masculino,NI,,PAF,Via Pública
1374,CVLI,Homicídio,29/06/2012,03:50,Maceió,Ponta Grossa,Masculino,Branca,47,PAF,Táxi
1375,CVLI,Homicídio,08/07/2012,05:30,Mata Grande,Centro,Masculino,Parda,33,BRANCA,Casa de Amigo
1377,CVLI,Homicídio,08/07/2012,13:50,Maceió,Jacintinho,Masculino,Parda,19,PAF,Terreno Baldio
1378,CVLI,Homicídio,08/07/2012,08:00,Coruripe,Centro,Masculino,Parda,25,PAF,Via Pública
14705,CVLI,Homicídio,02/12/2015,19:45,Maceió,Benedito Bentes,Masculino,Parda,14,PAF,
1380,CVLI,Homicídio,08/07/2012,17:30,Maceió,Riacho Doce,Masculino,Branca,19,PAF,Local de Trabalho
1381,CVLI,Homicídio,07/07/2012,23:00,União dos Palmares,Zona Rural,Masculino,Parda,40,PAF/B,Próximo de Casa
1382,CVLI,Homicídio,08/07/2012,18:00,Teotônio Vilela,Centro,Masculino,Parda,19,PAF,Via Pública
1383,CVLI,Homicídio,08/07/2012,20:00,Boca da Mata,Centro,Masculino,Parda,26,BRANCA,Via Pública
1386,CVLI,Homicídio,08/07/2012,21:00,Flexeiras,Zona Rural,Feminino,Parda,31,ATROPELAMENTO,Via Pública
1388,CVLI,Homicídio,08/07/2012,06:30,Maceió,Poço,Masculino,NI,53,BRANCA,Porta de Casa
1391,CVLI,Homicídio,04/07/2012,15:50,Major Isidoro,Centro,Masculino,Preta,19,PAF,Dentro de Casa
1393,CVLI,Homicídio,06/07/2012,22:00,Maceió,Cidade Universitária,Masculino,Parda,16,PAF,Via Pública
1394,CVLI,Homicídio,06/07/2012,23:30,Maceió,Feitosa,Masculino,Parda,15,PAF,Terreno Baldio
1395,CVLI,Homicídio,06/07/2012,22:30,Ibateguara,Centro,Masculino,Preta,30,BRANCA,Via Pública
1396,CVLI,Homicídio,06/07/2012,13:20,São Miguel dos Milagres,Centro,Masculino,Parda,23,ESPANCAMENTO,Via Pública
1399,CVLI,Homicídio,07/07/2012,11:00,Branquinha,Zona Rural,Masculino,Preta,36,PAF,Via Pública
1400,CVLI,Homicídio,05/07/2012,05:00,União dos Palmares,Zona Rural,Feminino,Parda,21,PAF,Rio
1401,CVLI,Homicídio,07/07/2012,17:00,Maribondo,Zona Rural,Masculino,Parda,37,PAF,Interior de Veículo
1402,CVLI,Homicídio,07/07/2012,18:50,Maceió,Trapiche da Barra,Masculino,Parda,25,PAF,Via Pública
1405,CVLI,Homicídio,07/07/2012,20:30,Maragogi,Centro,Masculino,Parda,32,PAF,Via Pública
1406,CVLI,Homicídio,07/07/2012,22:00,Maceió,Santa Lúcia,Masculino,Parda,27,PAF,Porta de Casa
1408,CVLI,Homicídio,08/07/2012,15:00,Delmiro Gouveia,Zona Rural,Masculino,Parda,20,PAF,Via Pública
1409,CVLI,Homicídio,09/07/2012,11:30,Maceió,Trapiche da Barra,Masculino,Parda,15,PAF,Próximo de Casa
1411,CVLI,Homicídio,09/07/2012,06:40,Piaçabuçu,Zona Rural,Masculino,Branca,36,PAF,Porta de Casa
