D_CONTROLE,SUBJETIVIDADE,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO
462,CVLI,Homicídio,11/03/2012,18:30,Maceió,Jacintinho,Feminino,NI,17,PAF,Via Pública
463,CVLI,Homicídio,11/03/2012,06:00,Jaramataia,Zona Rural,Masculino,Parda,33,PAF,Estrada Vicinal
464,CVLI,Roubo com Resultado Morte,11/03/2012,19:00,Arapiraca,Zona Rural Oeste,Masculino,Parda,15,PAF,Estrada Vicinal
465,CVLI,Homicídio,11/03/2012,19:30,Penedo,Centro,Masculino,Preta,23,PAF,Bar
467,CVLI,Homicídio,11/03/2012,21:50,Craíbas,Zona Rural,Masculino,Parda,18,PAF,Próximo de Casa
468,CVLI,Roubo com Resultado Morte,12/03/2012,02:00,Mata Grande,Zona Rural,Masculino,Parda,26,PAF,Via Pública
469,CVLI,Homicídio,12/03/2012,00:30,Estrela de Alagoas,Centro,Masculino,Parda,26,PAF,Via Pública
470,CVLI,Homicídio,13/03/2012,14:00,Murici,Centro,Masculino,Parda,49,PAF,Via Pública
471,CVLI,Roubo com Resultado Morte,13/03/2012,19:30,Arapiraca,Sítio Mulungu,Masculino,Branca,34,PAF,Via Pública
472,CVLI,Homicídio,13/03/2012,23:00,Maceió,Tabuleiro do Martins,Masculino,Parda,23,PAF,Dentro de Casa
473,CVLI,Lesão Corporal Seguida de Morte,12/03/2012,22:00,Palmeira dos Índios,Vila Maria,Masculino,Parda,52,ESPANCAMENTO,Dentro de Casa
474,CVLI,Homicídio,13/03/2012,20:30,Dois Riachos,Centro,Masculino,Parda,48,PAF,Casa de aposta
475,CVLI,Homicídio,13/03/2012,05:30,Maceió,Jacintinho,Masculino,Branca,31,PAF,Via Pública
477,CVLI,Homicídio,13/03/2012,09:00,Maceió,Jacintinho,Masculino,NI,21,BRANCA,Casa Abandonada
478,CVLI,Homicídio,14/03/2012,12:50,Maceió,Clima Bom,Masculino,Parda,39,PAF,Próximo de Casa
479,CVLI,Homicídio,14/03/2012,18:20,Joaquim Gomes,Zona Rural,Masculino,Parda,39,PAF,Próximo de Casa
480,CVLI,Homicídio,14/03/2012,12:00,Canapi,Zona Rural,Masculino,Parda,24,PAF,Via Pública
481,CVLI,Homicídio,14/03/2012,21:00,Arapiraca,Zélia Barbosa Rocha,Masculino,Parda,17,PAF,Via Pública
482,CVLI,Roubo com Resultado Morte,14/03/2012,22:00,São Miguel dos Campos,Centro,Masculino,NI,19,PAF,Via Pública
483,CVLI,Homicídio,14/03/2012,05:15,Maceió,Centro,Masculino,NI,19,BRANCA,Via Pública
484,CVLI,Homicídio,15/03/2012,19:00,São Sebastião,Zona Rural,Masculino,Parda,19,PAF,Via Pública
485,CVLI,Homicídio,15/03/2012,20:30,Maceió,Feitosa,Masculino,Parda,17,PAF,Via Pública
486,CVLI,Homicídio,15/03/2012,01:20,Arapiraca,Primavera,Masculino,Parda,15,PAF,Próximo de Casa
487,CVLI,Homicídio,15/03/2012,18:00,Maceió,Santos Dumont,Masculino,NI,20,PAF,Via Pública
488,CVLI,Homicídio,15/03/2012,21:40,Arapiraca,Zona Rural Leste,Masculino,Preta,29,PAF,Bar
490,CVLI,Homicídio,15/03/2012,22:20,Arapiraca,Cacimbas,Masculino,Parda,36,PAF,Casa de Amigo
491,CVLI,Roubo com Resultado Morte,15/03/2012,09:00,Atalaia,Zona Rural,Masculino,Parda,33,PAF,Interior de Microônibus
492,CVLI,Homicídio,16/03/2012,08:20,Marechal Deodoro,Zona Rural,Feminino,Branca,19,PAF,Vegetação
494,CVLI,Homicídio,16/03/2012,11:30,Maceió,Jacintinho,Masculino,NI,21,PAF,Via Pública
18481,CVLI,Homicídio,01/12/2016,12:30,Maceió,Benedito Bentes,Masculino,Parda,30,PAF,Imediações de Casa
496,CVLI,Homicídio,17/03/2012,20:30,Maceió,Tabuleiro do Martins,Masculino,Parda,32,PAF,Via Pública
497,CVLI,Homicídio,17/03/2012,20:00,São Miguel dos Campos,Centro,Masculino,Parda,20,PAF,Próximo de Casa
498,CVLI,Homicídio,17/03/2012,13:30,Maceió,Farol,Masculino,NI,65,PAF,Porta de Casa
499,CVLI,Homicídio,17/03/2012,03:00,Maceió,Bebedouro,Masculino,NI,22,PAF,Via Pública
500,CVLI,Homicídio,17/03/2012,17:30,Girau do Ponciano,Centro,Masculino,NI,33,PAF,Porta de Casa
501,CVLI,Homicídio,17/03/2012,14:00,Teotônio Vilela,Zona Rural,Masculino,NI,19,BRANCA,Próximo de Casa
502,CVLI,Homicídio,17/03/2012,16:30,Arapiraca,Planalto,Masculino,Parda,49,PAF/B,Via Pública
503,CVLI,Homicídio,17/03/2012,07:00,Traipu,Zona Rural,Masculino,Parda,28,PAF,Propriedade
504,CVLI,Homicídio,18/03/2012,16:00,Maceió,Cidade Universitária,Masculino,NI,35,ESPANCAMENTO,HGE
505,CVLI,Homicídio,18/03/2012,01:40,São Luís do Quitunde,Zona Rural,Masculino,Parda,20,PAF,Via Pública
507,CVLI,Homicídio,18/03/2012,14:00,Maceió,Clima Bom,Masculino,NI,18,PAF,Porta de Casa
508,CVLI,Homicídio,18/03/2012,18:15,Campo Alegre,Zona Rural,Masculino,Parda,61,ESPANCAMENTO,Imediações de Casa
509,CVLI,Homicídio,18/03/2012,07:45,Penedo,Centro,Masculino,NI,23,PAF,Via Pública
511,CVLI,Homicídio,18/03/2012,01:40,São Luís do Quitunde,Zona Rural,Masculino,NI,17,PAF,Via Pública
512,CVLI,Homicídio,18/03/2012,22:00,Maceió,Santos Dumont,Feminino,NI,14,PAF,Via Pública
513,CVLI,Homicídio,18/03/2012,03:50,Palmeira dos Índios,São Cristóvão,Masculino,Parda,24,PAF,Via Pública
514,CVLI,Homicídio,19/03/2012,18:00,Maceió,Prado,Masculino,NI,26,PAF,Via Pública
516,CVLI,Homicídio,19/03/2012,14:00,Maceió,Riacho Doce,Masculino,Preta,24,PAF,Via Pública
517,CVLI,Homicídio,19/03/2012,23:30,Arapiraca,Zona Rural Oeste,Masculino,Parda,20,PAF,Via Pública
518,CVLI,Homicídio,19/03/2012,21:00,Quebrangulo,Centro,Masculino,Branca,48,BRANCA,Via Pública
519,CVLI,Homicídio,19/03/2012,15:00,Maceió,Poço,Masculino,Branca,23,PAF,Via Pública
520,CVLI,Roubo com Resultado Morte,19/03/2012,23:00,Maceió,Tabuleiro do Martins,Masculino,NI,52,PAF,Via Pública
521,CVLI,Homicídio,19/03/2012,11:20,Maceió,Jacintinho,Masculino,NI,29,PAF,Próximo de Casa
522,CVLI,Homicídio,20/03/2012,10:00,Rio Largo,Zona Rural,Masculino,Parda,13,PAF,Vegetação
523,CVLI,Homicídio,20/03/2012,12:00,Maceió,Bebedouro,Masculino,NI,26,PAF,Dentro de Casa
524,CVLI,Homicídio,20/03/2012,19:30,Maceió,Chã da Jaqueira,Masculino,Parda,40,PAF,Porta de Casa
23311,CVLI,Homicídio,01/12/2017,18:51,Maceió,Benedito Bentes,Masculino,Parda,19,BRANCA,Imediações de Casa
42,CVLI,Homicídio,02/01/2012,13:15,Maceió,Benedito Bentes,Masculino,NI,20,PAF,Via Pública
527,CVLI,Homicídio,21/03/2012,05:30,Viçosa,Zona Rural,Masculino,NI,29,PAF,Dentro de Casa
528,CVLI,Homicídio,22/03/2012,15:30,Maceió,Cidade Universitária,Masculino,Preta,15,PAF,Residência
529,CVLI,Homicídio,22/03/2012,21:40,Maceió,Cidade Universitária,Masculino,NI,12,PAF,Próximo de Casa
530,CVLI,Homicídio,23/03/2012,23:30,Maceió,Jacintinho,Masculino,Parda,29,PAF,Porta de Casa
531,CVLI,Homicídio,19/03/2012,12:00,Maceió,Rio Novo,Masculino,Parda,21,PAF,Via Pública
3092,CVLI,Homicídio,02/01/2013,20:00,Maceió,Benedito Bentes,Masculino,Parda,31,PAF,Próximo de Casa
533,CVLI,Homicídio,23/03/2012,20:00,Arapiraca,Bom Sucesso,Masculino,Parda,28,PAF,Via Pública
15034,CVLI,Homicídio,02/01/2016,00:04,Maceió,Vergel do Lago,Masculino,Parda,37,PAF,Imediações de Casa
535,CVLI,Homicídio,23/03/2012,23:20,Maceió,Trapiche da Barra,Masculino,NI,24,PAF,Via Pública
536,CVLI,Homicídio,24/03/2012,21:30,Maceió,Jacintinho,Masculino,Parda,23,PAF,Via Pública
537,CVLI,Roubo com Resultado Morte,24/03/2012,15:45,Maceió,Clima Bom,Masculino,NI,28,PAF,Estabelecimento Comercial
538,CVLI,Homicídio,24/03/2012,12:00,Maceió,Jacintinho,Masculino,NI,17,PAF,Via Pública
539,CVLI,Homicídio,24/03/2012,02:20,Pilar,Chã do Pilar,Masculino,NI,20,PAF,Via Pública
540,CVLI,Homicídio,24/03/2012,03:30,Colônia Leopoldina,Centro,Masculino,Preta,30,PAF,Via Pública
541,CVLI,Homicídio,24/03/2012,16:00,Maragogi,Centro,Masculino,Parda,19,BRANCA,Via Pública
542,CVLI,Lesão Corporal Seguida de Morte,25/03/2012,23:50,Maceió,Feitosa,Feminino,Preta,38,PAF,Dentro de Casa
543,CVLI,Homicídio,25/03/2012,00:30,Pilar,Chã do Pilar,Masculino,NI,38,PAF,Via Pública
544,CVLI,Homicídio,25/03/2012,19:00,Arapiraca,Brasília,Masculino,Parda,27,BRANCA,Via Pública
545,CVLI,Homicídio,25/03/2012,01:00,Pilar,Chã do Pilar,Masculino,NI,21,PAF,Bar
546,CVLI,Homicídio,26/03/2012,00:05,Maceió,Feitosa,Masculino,Parda,32,PAF,Via Pública
547,CVLI,Homicídio,25/03/2012,13:00,Barra de Santo Antônio,Zona Rural,Masculino,NI,18,PAF,Vegetação
548,CVLI,Homicídio,25/03/2012,23:00,Maceió,Feitosa,Masculino,NI,34,PAF,Dentro de Casa
549,CVLI,Homicídio,25/03/2012,00:00,Maceió,Bairro não Informado,Masculino,NI,,ESPANCAMENTO,
550,CVLI,Homicídio,25/03/2012,22:00,Maceió,Clima Bom,Masculino,NI,41,PAF,Próximo de Casa
551,CVLI,Homicídio,25/03/2012,23:50,Maceió,Chã de Bebedouro,Masculino,NI,32,BRANCA,Residência de Ex-esposa
552,CVLI,Homicídio,24/03/2012,09:30,Viçosa,Zona Rural,Masculino,NI,37,PAF,Próximo de Casa
553,CVLI,Homicídio,25/03/2012,19:30,São Luís do Quitunde,Centro,Masculino,NI,15,BRANCA,Via Pública
55752,CVLI,Homicídio,02/01/2024,23:33,Maceió,Vergel do Lago,Masculino,Parda,31,PAF,Dentro de Casa
3406,CVLI,Homicídio,02/02/2013,09:00,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Via Pública
556,CVLI,Homicídio,26/03/2012,05:30,Arapiraca,Eldorado,Masculino,Parda,15,PAF,Via Pública
557,CVLI,Homicídio,27/03/2012,09:30,Maceió,Jacintinho,Masculino,Preta,28,PAF,Próximo de Casa
558,CVLI,Homicídio,27/03/2012,23:38,Arapiraca,Senador Arnon de Melo,Masculino,Parda,49,PAF,Local de Trabalho
559,CVLI,Homicídio,28/03/2012,19:40,Maceió,Santa Lúcia,Masculino,NI,45,PAF,Via Pública
560,CVLI,Homicídio,28/03/2012,20:00,Rio Largo,Tabuleiro do Pinto,Masculino,NI,20,PAF,Via Pública
3410,CVLI,Homicídio,02/02/2013,18:41,Maceió,Vergel do Lago,Masculino,Parda,24,PAF,Bar
562,CVLI,Homicídio,29/03/2012,13:00,Maceió,Clima Bom,Masculino,NI,27,PAF,Via Pública
11593,CVLI,Homicídio,02/02/2015,11:00,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Dentro de Casa
564,CVLI,Homicídio,29/03/2012,22:30,Maceió,Santa Amélia,Masculino,Parda,28,PAF,Via Pública
24281,CVLI,Homicídio,02/02/2018,22:01,Maceió,Vergel do Lago,Masculino,Parda,29,ESPANCAMENTO,Local Público
566,CVLI,Homicídio,30/03/2012,22:00,Maceió,Rio Novo,Masculino,NI,31,PAF,Próximo de Casa
567,CVLI,Homicídio,30/03/2012,19:27,Maceió,Jacintinho,Masculino,Parda,21,PAF,Via Pública
568,CVLI,Homicídio,30/03/2012,20:00,Maceió,Jatiúca,Masculino,Parda,28,PAF,Via Pública
569,CVLI,Homicídio,31/03/2012,19:17,Marechal Deodoro,Centro,Masculino,NI,31,PAF,Via Pública
570,CVLI,Homicídio,31/03/2012,19:30,Rio Largo,Mata do Rolo,Masculino,NI,33,PAF,Próximo de Casa
571,CVLI,Homicídio,31/03/2012,20:30,São José da Tapera,Centro,Masculino,Parda,21,PAF,Via Pública
572,CVLI,Lesão Corporal Seguida de Morte,31/03/2012,20:35,Maceió,Bairro não Informado,Masculino,Parda,21,PAF,
573,CVLI,Homicídio,31/03/2012,22:00,Junqueiro,Centro,Masculino,Parda,20,PAF,Dentro de Casa
574,CVLI,Homicídio,31/03/2012,17:16,Maceió,Jatiúca,Masculino,NI,42,PAF,Porta de Casa
575,CVLI,Homicídio,31/03/2012,07:45,São Miguel dos Campos,Zona Rural,Masculino,NI,58,BRANCA,Rio
576,CVLI,Homicídio,30/03/2012,19:00,Limoeiro de Anadia,Zona Rural,Masculino,Parda,18,BRANCA,Bar
577,CVLI,Homicídio,31/03/2012,19:30,Delmiro Gouveia,Centro,Masculino,Parda,32,PAF,Bar
578,CVLI,Homicídio,31/03/2012,00:00,Marechal Deodoro,Zona Rural,Masculino,NI,31,PAF,Via Pública
579,CVLI,Homicídio,01/04/2012,01:30,Marechal Deodoro,Centro,Masculino,Parda,22,PAF,Próximo de Casa
581,CVLI,Homicídio,01/04/2012,10:00,Maceió,Feitosa,Masculino,Parda,18,PAF,Porta de Casa
582,CVLI,Homicídio,01/04/2012,13:00,Traipu,Zona Rural,Masculino,Parda,31,PAF,Próximo de Casa
583,CVLI,Homicídio,01/04/2012,13:11,Marechal Deodoro,Zona Rural,Feminino,Parda,28,PAF,Vegetação
584,CVLI,Homicídio,01/04/2012,16:00,Cajueiro,Zona Rural,Masculino,Parda,23,BRANCA,Local Público
585,CVLI,Homicídio,01/04/2012,18:00,Arapiraca,Zélia Barbosa Rocha,Masculino,Parda,22,PAF,Porta de Casa
586,CVLI,Homicídio,01/04/2012,15:43,Maceió,Jacintinho,Masculino,Parda,20,PAF,Via Pública
587,CVLI,Homicídio,01/04/2012,20:40,Maceió,Levada,Masculino,Parda,24,PAF,Via Pública
588,CVLI,Homicídio,02/04/2012,09:00,Marechal Deodoro,Centro,Masculino,Parda,18,PAF,
589,CVLI,Homicídio,02/04/2012,11:25,Maceió,Tabuleiro do Martins,Masculino,Parda,18,PAF,Via Pública
590,CVLI,Homicídio,02/04/2012,12:30,Maceió,Cidade Universitária,Masculino,Parda,41,PAF,Interior de Veículo
591,CVLI,Homicídio,02/04/2012,13:30,Maceió,Bairro não Informado,Masculino,Parda,45,PAF,
47449,CVLI,Homicídio,02/02/2022,20:21,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Via Pública
593,CVLI,Roubo com Resultado Morte,02/04/2012,16:00,Campo Alegre,Zona Rural,Masculino,Parda,55,PAF,Interior de Coletivo
594,CVLI,Homicídio,02/04/2012,17:30,Coruripe,Centro,Masculino,Parda,35,PAF,Via Pública
56086,CVLI,Homicídio,02/02/2024,21:39,Maceió,Benedito Bentes,Masculino,Parda,25,PAF,Via Pública
596,CVLI,Homicídio,02/04/2012,21:30,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,16,PAF,Via Pública
597,CVLI,Homicídio,03/04/2012,00:00,Campo Alegre,Zona Rural,Masculino,NI,,PAF,Vegetação
598,CVLI,Homicídio,04/04/2012,19:30,Maceió,Levada,Masculino,Parda,53,PAF,Via Pública
599,CVLI,Roubo com Resultado Morte,04/04/2012,21:00,Maceió,Cidade Universitária,Masculino,Parda,18,PAF,Via Pública
600,CVLI,Homicídio,04/04/2012,22:30,Maceió,Farol,Masculino,Parda,19,PAF,Via Pública
601,CVLI,Homicídio,04/04/2012,23:00,Maceió,Tabuleiro do Martins,Masculino,Parda,,BRANCA,Via Pública
602,CVLI,Homicídio,05/04/2012,00:30,Marechal Deodoro,Zona Rural,Masculino,Branca,28,PAF,Via Pública
603,CVLI,Homicídio,24/04/2012,20:30,Barra de Santo Antônio,Centro,Masculino,Parda,28,PAF,Via Pública
604,CVLI,Homicídio,24/04/2012,15:00,Maceió,Tabuleiro do Martins,Masculino,Parda,34,PAF,Porta de Casa
605,CVLI,Homicídio,25/04/2012,14:00,Passo de Camaragibe,Zona Rural,Masculino,Parda,33,BRANCA,Rio
606,CVLI,Homicídio,25/04/2012,17:15,Limoeiro de Anadia,Zona Rural,Masculino,Branca,41,PAF,Estrada Vicinal
607,CVLI,Homicídio,25/04/2012,17:30,Maceió,Cidade Universitária,Masculino,NI,27,PAF,Próximo de Casa
608,CVLI,Homicídio,25/04/2012,19:30,Santana do Ipanema,Zona Rural,Feminino,Parda,18,PAF,Dentro de Casa
609,CVLI,Homicídio,25/04/2012,20:00,Cajueiro,Centro,Masculino,Parda,34,PAF,Rio
610,CVLI,Homicídio,25/04/2012,22:40,Barra de São Miguel,Centro,Masculino,Branca,34,PAF,Porta de Casa
611,CVLI,Homicídio,25/04/2012,23:00,Marechal Deodoro,Zona Rural,Masculino,Parda,16,PAF,Via Pública
612,CVLI,Homicídio,25/04/2012,08:30,Teotônio Vilela,Zona Rural,Masculino,Parda,32,PAF,Plantação
613,CVLI,Homicídio,26/04/2012,01:00,Murici,Centro,Masculino,Parda,27,BRANCA,Via Pública
12089,CVLI,Homicídio,02/03/2015,21:34,Maceió,Benedito Bentes,Masculino,Parda,,ESPANCAMENTO,Local Público
615,CVLI,Homicídio,26/04/2012,14:09,Feliz Deserto,Zona Rural,Masculino,NI,51,PAF,Dentro de Casa
616,CVLI,Homicídio,26/04/2012,17:25,Maribondo,Centro,Masculino,Branca,17,PAF,Próximo de Casa
617,CVLI,Homicídio,26/04/2012,20:00,Maceió,Feitosa,Masculino,NI,25,PAF/B,Via Pública
618,CVLI,Homicídio,26/04/2012,21:40,Marechal Deodoro,Centro,Masculino,Parda,16,PAF,Via Pública
619,CVLI,Homicídio,26/04/2012,21:40,Marechal Deodoro,Centro,Masculino,NI,15,PAF,Via Pública
620,CVLI,Homicídio,26/04/2012,22:00,Maceió,Centro,Masculino,Parda,21,PAF,Via Pública
621,CVLI,Homicídio,26/04/2012,23:00,Penedo,Centro,Masculino,NI,23,PAF,Via Pública
622,CVLI,Homicídio,27/04/2012,15:20,São Miguel dos Campos,Centro,Masculino,Parda,26,PAF,Via Pública
623,CVLI,Homicídio,27/04/2012,17:00,Estrela de Alagoas,Zona Rural,Masculino,NI,28,BRANCA,Via Pública
624,CVLI,Homicídio,27/04/2012,19:20,São Luís do Quitunde,Centro,Masculino,NI,21,PAF,Via Pública
625,CVLI,Lesão Corporal Seguida de Morte,28/04/2012,02:00,Maceió,Tabuleiro do Martins,Masculino,NI,21,ESPANCAMENTO,Imediações de Casa
626,CVLI,Homicídio,28/04/2012,03:00,Maceió,Fernão Velho,Masculino,Parda,20,PAF,Via Pública
628,CVLI,Homicídio,28/04/2012,18:30,Taquarana,Zona Rural,Masculino,Parda,29,BRANCA,Próximo de Casa
629,CVLI,Homicídio,28/04/2012,18:30,Branquinha,Centro,Masculino,NI,31,PAF,Dentro de Casa
630,CVLI,Homicídio,28/04/2012,19:40,Arapiraca,Primavera,Masculino,Parda,36,PAF,Dentro de Casa
631,CVLI,Homicídio,28/04/2012,23:00,Arapiraca,Zona Rural Leste,Masculino,Parda,30,ESPANCAMENTO,Terreno Baldio
632,CVLI,Homicídio,29/04/2012,00:30,Maceió,Jacintinho,Masculino,Parda,24,PAF,Via Pública
633,CVLI,Homicídio,05/04/2012,13:58,Maceió,Jacintinho,Masculino,Parda,22,BRANCA,Via Pública
634,CVLI,Homicídio,05/04/2012,14:38,Maceió,Tabuleiro do Martins,Masculino,Parda,49,BRANCA,Dentro de Casa
635,CVLI,Homicídio,05/04/2012,15:00,Coruripe,Centro,Masculino,Parda,16,PAF,Local Público
636,CVLI,Roubo com Resultado Morte,05/04/2012,16:00,Maceió,Santos Dumont,Masculino,Parda,53,PAF,Via Pública
637,CVLI,Roubo com Resultado Morte,05/04/2012,18:45,Maceió,Trapiche da Barra,Masculino,Parda,29,PAF,Via Pública
638,CVLI,Homicídio,05/04/2012,20:30,Delmiro Gouveia,Zona Rural,Masculino,Parda,39,PAF,Porta de Casa
639,CVLI,Homicídio,05/04/2012,21:30,Maceió,Levada,Masculino,Parda,23,BRANCA,Via Pública
640,CVLI,Homicídio,05/04/2012,23:00,Maceió,Ipioca,Masculino,Preta,32,PAF/B,Via Pública
641,CVLI,Homicídio,05/04/2012,23:00,Maceió,Ipioca,Masculino,Parda,21,PAF/B,Via Pública
642,CVLI,Homicídio,05/04/2012,23:00,Santana do Ipanema,Centro,Masculino,Parda,25,PAF,Via Pública
645,CVLI,Homicídio,06/04/2012,11:00,Rio Largo,Mata do Rolo,Masculino,Parda,15,PAF,Via Pública
646,CVLI,Homicídio,06/04/2012,17:00,Maceió,Rio Novo,Masculino,Preta,18,PAF,Via Pública
647,CVLI,Homicídio,06/04/2012,17:15,Maceió,Ponta Grossa,Masculino,Parda,29,PAF,Próximo de Casa
648,CVLI,Homicídio,06/04/2012,19:00,Maceió,São Jorge,Masculino,Parda,32,PAF/B,Dentro de Casa
649,CVLI,Roubo com Resultado Morte,06/04/2012,20:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,32,PAF,Via Pública
650,CVLI,Homicídio,21/02/2012,10:00,Mata Grande,Zona Rural,Masculino,Parda,29,OUTROS,Local Público
651,CVLI,Homicídio,06/04/2012,23:30,Maceió,Rio Novo,Masculino,Parda,38,PAF,Próximo de Casa
652,CVLI,Homicídio,06/04/2012,17:00,Joaquim Gomes,Centro,Masculino,NI,23,BRANCA,Via Pública
653,CVLI,Homicídio,06/04/2012,19:00,Messias,Zona Rural,Masculino,Parda,20,PAF,Próximo de Casa
654,CVLI,Homicídio,07/04/2012,01:40,Olho d Água das Flores,Centro,Masculino,Branca,23,PAF,Via Pública
655,CVLI,Homicídio,07/04/2012,17:30,Marechal Deodoro,Zona Rural,Masculino,NI,23,PAF,Imediações de Casa
656,CVLI,Homicídio,07/04/2012,18:00,Marechal Deodoro,Zona Rural,Masculino,NI,23,PAF,Via Pública
657,CVLI,Homicídio,07/04/2012,19:00,Maceió,Feitosa,Masculino,Parda,51,PAF,Dentro de Casa
658,CVLI,Homicídio,07/04/2012,19:00,Maceió,Feitosa,Feminino,NI,15,PAF,Dentro de Casa
15657,CVLI,Homicídio,02/03/2016,12:40,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Imediações de Casa
660,CVLI,Homicídio,07/04/2012,11:25,Maceió,Jacintinho,Masculino,Parda,23,PAF,Via Pública
661,CVLI,Homicídio,07/04/2012,15:11,São Sebastião,Zona Rural,Feminino,NI,,ESPANCAMENTO,Plantação
662,CVLI,Homicídio,07/04/2012,19:07,Limoeiro de Anadia,Zona Rural,Masculino,NI,,PAF,Plantação
663,CVLI,Homicídio,08/04/2012,04:50,Maceió,Centro,Masculino,Preta,16,PAF,Via Pública
664,CVLI,Homicídio,08/04/2012,06:50,Pilar,Chã do Pilar,Masculino,Parda,23,PAF/B,Imediações de Casa
665,CVLI,Homicídio,08/04/2012,13:30,Marechal Deodoro,Zona Rural,Masculino,Parda,23,PAF,Local Público
666,CVLI,Homicídio,08/04/2012,15:00,Novo Lino,Zona Rural,Masculino,NI,57,BRANCA,Local Público
667,CVLI,Homicídio,08/04/2012,15:05,Marechal Deodoro,Zona Rural,Masculino,Parda,18,PAF,Próximo de Casa
24686,CVLI,Homicídio,02/03/2018,19:30,Maceió,Benedito Bentes,Masculino,Parda,40,BRANCA,Imediações de Casa
669,CVLI,Homicídio,08/04/2012,18:30,Maceió,Clima Bom,Masculino,Parda,31,PAF,Imediações de Casa
670,CVLI,Homicídio,09/04/2012,01:00,Teotônio Vilela,Centro,Feminino,Parda,25,PAF,Via Pública
671,CVLI,Homicídio,09/04/2012,04:00,Maceió,Cidade Universitária,Masculino,NI,51,PAF,Próximo de Casa
43333,CVLI,Homicídio,02/03/2021,16:30,Maceió,Benedito Bentes,Feminino,Parda,46,PAF,Dentro de Casa
673,CVLI,Homicídio,09/04/2012,08:40,Palmeira dos Índios,Zona Rural,Masculino,Parda,38,PAF,Estrada Vicinal
592,CVLI,Homicídio,02/04/2012,15:40,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Via Pública
675,CVLI,Homicídio,09/04/2012,14:50,São José da Laje,Centro,Masculino,NI,29,PAF,Via Pública
676,CVLI,Roubo com Resultado Morte,09/04/2012,23:50,Chã Preta,Centro,Masculino,Parda,57,BRANCA,Dentro de Casa
595,CVLI,Homicídio,02/04/2012,21:00,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Via Pública
678,CVLI,Homicídio,10/04/2012,18:00,Maceió,Pinheiro,Masculino,Parda,22,PAF,Via Pública
679,CVLI,Homicídio,10/04/2012,10:50,Pilar,Chã do Pilar,Masculino,Parda,25,PAF,Imediações de Casa
680,CVLI,Homicídio,11/04/2012,01:40,Maceió,Ouro Preto,Masculino,NI,21,PAF,Próximo de Casa
681,CVLI,Homicídio,11/04/2012,12:00,Quebrangulo,Zona Rural,Masculino,NI,27,PAF,Via Pública
682,CVLI,Homicídio,11/04/2012,12:00,Cajueiro,Zona Rural,Masculino,NI,56,ESPANCAMENTO,Via Pública
683,CVLI,Homicídio,11/04/2012,15:30,Maceió,Prado,Masculino,Parda,23,PAF,Interior de Veículo
684,CVLI,Homicídio,11/04/2012,18:30,Piaçabuçu,Zona Rural,Masculino,NI,29,PAF,Dentro de Casa
685,CVLI,Homicídio,11/04/2012,19:00,Canapi,Zona Rural,Masculino,Parda,48,PAF,Estrada Vicinal
686,CVLI,Homicídio,11/04/2012,20:15,Marechal Deodoro,Barra Nova,Masculino,NI,17,PAF,Via Pública
687,CVLI,Homicídio,11/04/2012,23:04,Marechal Deodoro,Zona Rural,Masculino,Parda,25,PAF,Via Pública
688,CVLI,Homicídio,12/04/2012,05:30,Santana do Mundaú,Zona Rural,Masculino,Branca,20,PAF,Próximo de Casa
689,CVLI,Homicídio,12/04/2012,08:48,Capela,Centro,Masculino,Parda,30,PAF,Próximo de Casa
690,CVLI,Homicídio,12/04/2012,18:30,Coruripe,Zona Rural,Masculino,Parda,25,PAF,Dentro de Casa
691,CVLI,Homicídio,12/04/2012,20:00,Monteirópolis,Zona Rural,Masculino,Branca,19,PAF,Via Pública
692,CVLI,Homicídio,12/04/2012,21:30,Coité do Nóia,Zona Rural,Masculino,Parda,33,PAF,Local Público
693,CVLI,Homicídio,12/04/2012,23:30,Barra de Santo Antônio,Centro,Masculino,Parda,15,PAF,Via Pública
694,CVLI,Homicídio,13/04/2012,01:00,Rio Largo,Centro,Masculino,NI,28,PAF,Próximo de Casa
695,CVLI,Homicídio,13/04/2012,10:30,Maceió,Jacintinho,Masculino,Parda,29,PAF,Local Público
696,CVLI,Homicídio,13/04/2012,13:00,Arapiraca,Manoel Teles,Masculino,Parda,,BRANCA,Via Pública
697,CVLI,Homicídio,13/04/2012,17:47,Teotônio Vilela,Centro,Masculino,NI,,PAF,Bar
698,CVLI,Homicídio,13/04/2012,21:00,Limoeiro de Anadia,Centro,Masculino,Preta,30,BRANCA,
699,CVLI,Homicídio,13/04/2012,21:30,Capela,Zona Rural,Masculino,Parda,62,PAF,Próximo de Casa
700,CVLI,Homicídio,14/04/2012,06:30,Maceió,Feitosa,Masculino,Parda,34,PAF/B,Via Pública
